edad,genero,estado_civil,nivel_educacion,ingreso_mensual,tipo_empleo,antiguedad_laboral_meses,antiguedad_historial_meses,num_cuentas_credito,num_prestamos_activos,deuda_total,utilizacion_credito,num_pagos_atrasados_12m,dias_max_atraso,num_consultas_6m,tiene_propiedad,valor_propiedad,tiene_vehiculo,monto_solicitado,plazo_meses,proposito,ratio_deuda_ingreso,ratio_cuota_ingreso,default,credit_score
58,F,Soltero,Universitario,7697.99,Empleado,15,67,4,0,14282.61,64.38,1,60,3,1,60595.26,0,11859.09,72,Consumo,15.46,2.14,0,681
43,M,Soltero,Técnico,4569.42,Independiente,71,66,2,2,18755.29,47.03,1,30,2,1,173420.22,1,17861.54,72,Consumo,34.2,5.43,0,827
66,F,Casado,Universitario,2584.35,Empresario,141,1,3,0,14641.34,56.04,0,0,2,1,106214.89,0,8467.5,12,Vehiculo,47.21,27.3,0,828
19,F,Viudo,Técnico,5057.09,Empleado,30,129,5,2,17865.14,35.84,1,60,1,1,285053.29,0,11837.44,48,Educacion,29.44,4.88,0,824
41,F,Soltero,Posgrado,4591.97,Empleado,23,165,4,3,10557.17,27.63,1,120,0,0,0.0,0,3081.06,12,Vehiculo,19.16,5.59,0,848
42,F,Soltero,Universitario,1026.37,Empresario,93,36,8,4,2406.11,51.46,2,90,1,0,0.0,0,4339.54,12,Vivienda,19.54,35.23,0,676
49,M,Divorciado,Universitario,4513.77,Independiente,26,99,3,0,42341.62,23.62,0,0,1,1,92565.41,0,3630.81,12,Vivienda,78.17,6.7,0,801
27,M,Divorciado,Posgrado,14192.22,Empleado,90,120,4,0,50236.74,36.85,0,0,0,1,133117.48,0,10439.01,36,Negocio,29.5,2.04,0,850
65,F,Soltero,Técnico,2551.96,Empleado,31,1,6,1,10299.81,19.94,1,120,3,0,0.0,1,9284.01,60,Consumo,33.63,6.06,0,709
40,F,Divorciado,Universitario,5886.21,Empleado,12,44,1,4,29662.38,18.95,1,90,1,0,0.0,0,6887.41,72,Educacion,41.99,1.63,1,643
23,F,Casado,Posgrado,1993.02,Empresario,26,32,4,2,9040.32,36.1,2,60,2,0,0.0,1,6080.95,24,Vehiculo,37.8,12.71,0,831
39,M,Viudo,Técnico,4857.05,Desempleado,0,109,1,2,19783.49,55.89,2,60,3,1,56492.67,1,4250.91,36,Negocio,33.94,2.43,0,788
35,M,Soltero,Técnico,19975.22,Independiente,1,32,2,0,122835.57,38.56,0,0,2,1,43523.8,0,20842.03,48,Vivienda,51.24,2.17,1,643
80,M,Casado,Universitario,16374.17,Empleado,22,9,4,2,19854.36,21.45,0,0,3,0,0.0,1,19225.92,48,Negocio,10.1,2.45,0,737
55,F,Soltero,Técnico,4267.05,Empleado,23,10,4,2,40517.29,41.23,1,30,0,1,75106.53,0,14168.54,12,Consolidacion,79.13,27.67,1,538
40,M,Casado,Secundaria,18367.97,Empleado,34,72,6,2,236622.94,18.31,1,30,2,0,0.0,0,8706.27,36,Vehiculo,107.35,1.32,0,792
38,F,Divorciado,Secundaria,2271.89,Independiente,87,57,1,4,10704.81,19.25,0,0,3,0,0.0,0,5581.98,36,Consumo,39.27,6.82,0,762
54,M,Soltero,Técnico,2986.67,Independiente,13,17,0,0,8200.34,59.94,0,0,1,1,30000.0,1,2346.38,72,Vivienda,22.88,1.09,0,764
54,M,Soltero,Universitario,5060.07,Empleado,24,2,5,2,25963.5,10.93,1,90,1,1,105000.18,1,12353.61,24,Consolidacion,42.76,10.17,0,774
18,F,Soltero,Técnico,7304.05,Empleado,49,29,2,1,29911.92,35.82,0,0,2,0,0.0,0,3160.64,12,Consumo,34.13,3.61,0,787
49,M,Casado,Posgrado,3167.4,Empleado,22,48,3,0,2076.38,52.43,0,0,0,0,0.0,1,28920.72,36,Negocio,5.46,25.36,0,677
40,M,Casado,Secundaria,5468.71,Independiente,1,174,3,4,28894.74,19.64,0,0,4,0,0.0,1,7688.71,48,Vehiculo,44.03,2.93,0,751
20,F,Casado,Secundaria,6050.67,Independiente,5,14,1,1,11325.9,52.15,0,0,2,0,0.0,1,3960.33,60,Consumo,15.6,1.09,0,763
53,F,Casado,Universitario,3515.7,Empleado,1,10,3,4,16323.65,20.53,1,90,2,0,0.0,0,5998.63,24,Vivienda,38.69,7.11,0,706
73,F,Casado,Universitario,2205.48,Empleado,6,7,3,1,1325.76,34.32,1,60,0,0,0.0,1,9435.1,12,Educacion,5.01,35.65,1,656
48,F,Soltero,Técnico,15825.46,Independiente,16,13,4,2,69682.44,42.37,0,0,2,0,0.0,0,8428.52,48,Vehiculo,36.69,1.11,0,775
56,F,Casado,Secundaria,9641.98,Empleado,51,35,3,0,35295.25,19.3,0,0,5,0,0.0,0,12492.4,72,Vivienda,30.5,1.8,0,781
67,M,Soltero,Técnico,3564.05,Empleado,62,18,4,0,6155.2,37.94,1,60,4,0,0.0,0,2399.56,60,Negocio,14.39,1.12,1,662
27,M,Casado,Universitario,5142.74,Empleado,7,4,4,0,10601.14,33.55,0,0,3,0,0.0,1,14570.71,48,Consumo,17.18,5.9,0,791
18,M,Casado,Secundaria,5275.46,Independiente,132,110,1,1,43207.35,42.05,0,0,0,1,77897.69,1,4684.72,48,Consumo,68.25,1.85,0,849
49,M,Casado,Técnico,1822.21,Empleado,35,168,11,0,2093.52,18.32,2,30,3,1,83980.29,0,3953.49,24,Consumo,9.57,9.04,0,836
36,M,Casado,Universitario,2829.61,Empleado,76,22,3,1,18272.43,33.73,1,120,3,1,46529.71,1,7688.03,24,Consolidacion,53.81,11.32,0,735
19,F,Casado,Posgrado,2667.87,Empleado,18,25,3,1,5182.24,36.27,2,60,2,0,0.0,1,2630.67,48,Vehiculo,16.19,2.05,0,818
38,M,Soltero,Secundaria,25400.39,Desempleado,0,42,1,1,31408.07,17.95,0,0,1,0,0.0,0,3583.23,60,Consolidacion,10.3,0.24,0,763
50,M,Divorciado,Posgrado,21669.28,Independiente,28,46,5,2,13161.61,30.65,1,120,0,0,0.0,1,24119.83,48,Negocio,5.06,2.32,0,770
37,M,Casado,Técnico,12241.58,Desempleado,0,42,6,4,38476.64,12.31,1,30,2,1,33949.42,0,10031.79,60,Vehiculo,26.19,1.37,0,816
28,M,Casado,Secundaria,2861.08,Empresario,50,50,3,1,7794.65,40.28,0,0,1,0,0.0,0,2607.1,72,Negocio,22.7,1.27,0,737
36,M,Soltero,Universitario,16025.5,Independiente,2,19,7,2,36321.69,37.65,3,90,2,1,140449.98,0,6073.63,24,Consolidacion,18.89,1.58,1,645
39,F,Casado,Secundaria,4582.39,Empleado,47,53,4,1,56315.25,20.89,0,0,2,1,299598.77,1,4418.25,24,Negocio,102.41,4.02,0,751
18,F,Casado,Secundaria,5644.26,Empleado,40,10,3,2,36468.0,13.31,2,60,2,0,0.0,0,16575.6,72,Consolidacion,53.84,4.08,0,788
37,F,Casado,Secundaria,2549.96,Independiente,39,34,5,0,2077.93,17.69,0,0,2,1,250374.42,0,7609.92,48,Vivienda,6.79,6.22,0,765
19,F,Casado,Técnico,4926.62,Empleado,86,20,3,1,18122.36,24.09,2,120,0,0,0.0,0,5687.38,36,Vivienda,30.65,3.21,1,679
49,F,Soltero,Secundaria,4527.99,Empleado,5,6,1,0,35474.64,6.72,1,30,3,0,0.0,1,11621.71,36,Consumo,65.29,7.13,0,739
18,M,Casado,Secundaria,6417.14,Empresario,16,68,4,1,11832.12,28.98,0,0,1,0,0.0,1,13147.46,24,Consumo,15.37,8.54,0,748
55,F,Soltero,Universitario,1110.09,Desempleado,0,38,6,1,1000.74,15.01,1,120,1,0,0.0,1,4581.47,36,Consolidacion,7.51,11.46,0,788
33,M,Casado,Técnico,2937.36,Independiente,33,18,7,1,181.53,22.28,0,0,5,0,0.0,0,7526.44,12,Negocio,0.52,21.35,0,755
31,M,Soltero,Técnico,1810.59,Empleado,11,61,4,1,3315.38,5.99,0,0,4,1,115147.02,1,26696.36,48,Consolidacion,15.26,30.72,0,758
44,M,Casado,Universitario,7056.63,Empleado,40,38,2,1,8116.28,9.86,2,60,4,1,32169.91,1,3269.04,12,Vivienda,9.58,3.86,0,834
27,M,Casado,Técnico,14795.66,Independiente,13,25,5,3,8123.38,20.67,1,60,3,0,0.0,0,29132.62,24,Negocio,4.58,8.2,0,802
44,F,Casado,Secundaria,3502.35,Empleado,38,63,5,1,32200.3,11.98,0,0,6,1,45827.68,0,6672.14,12,Vehiculo,76.62,15.88,0,726
29,F,Divorciado,Secundaria,4651.02,Desempleado,0,47,3,1,14211.93,22.6,3,60,3,0,0.0,0,9630.02,12,Consumo,25.46,17.25,0,801
31,M,Casado,Técnico,1826.03,Empleado,37,32,4,2,4116.95,44.42,1,120,1,0,0.0,0,10635.37,72,Consolidacion,18.79,8.09,0,720
46,F,Soltero,Universitario,4388.01,Empleado,83,18,2,1,2739.99,33.31,1,60,2,0,0.0,1,16269.4,48,Consumo,5.2,7.72,0,786
22,F,Casado,Universitario,3850.64,Independiente,6,42,2,3,3940.23,37.36,2,90,3,1,271304.25,1,3966.73,72,Consumo,8.53,1.43,0,826
21,F,Divorciado,Universitario,3058.47,Empleado,11,80,4,4,17674.83,24.48,2,60,2,0,0.0,1,9706.17,12,Vehiculo,48.16,26.45,0,709
43,F,Divorciado,Secundaria,42405.79,Desempleado,0,5,3,1,67718.36,37.15,1,90,2,0,0.0,0,1596.97,24,Vivienda,13.31,0.16,0,703
39,F,Divorciado,Técnico,2660.54,Independiente,58,14,2,1,14382.57,21.87,1,30,1,0,0.0,0,5814.83,24,Consumo,45.05,9.11,0,799
42,M,Divorciado,Universitario,3208.72,Empleado,5,51,4,1,15912.11,36.76,2,30,2,1,30000.0,0,6656.71,12,Educacion,41.33,17.29,1,638
44,M,Soltero,Universitario,2600.82,Empresario,260,0,4,0,18444.09,69.53,0,0,2,1,37835.21,0,2894.3,24,Vivienda,59.1,4.64,0,802
40,M,Soltero,Técnico,3455.42,Independiente,33,113,6,2,3046.62,46.45,0,0,2,0,0.0,1,8420.26,36,Negocio,7.35,6.77,1,653
49,F,Soltero,Técnico,2856.92,Empleado,103,25,4,0,3912.72,1.96,0,0,3,0,0.0,0,16049.7,60,Consumo,11.41,9.36,0,836
41,F,Casado,Técnico,10117.95,Independiente,49,11,3,1,53544.74,28.83,0,0,4,1,51228.45,1,13696.15,48,Educacion,44.1,2.82,0,815
18,F,Soltero,Secundaria,7821.13,Empleado,59,17,5,2,24211.35,22.48,1,60,2,1,103734.04,0,2517.71,36,Consumo,25.8,0.89,0,809
18,M,Casado,Secundaria,2670.5,Empleado,3,50,6,3,10560.45,36.37,2,30,3,0,0.0,1,3732.33,48,Educacion,32.95,2.91,0,775
68,F,Casado,Técnico,1597.55,Independiente,5,15,4,2,2007.85,7.59,1,120,2,1,99672.26,1,13216.86,72,Educacion,10.47,11.49,0,742
40,M,Soltero,Universitario,10709.51,Empleado,41,79,1,0,43773.84,37.76,1,30,0,0,0.0,1,10311.53,36,Vivienda,34.06,2.67,0,804
54,F,Soltero,Universitario,1348.24,Empleado,37,6,3,1,9143.15,9.4,1,60,1,0,0.0,1,3878.14,12,Vivienda,56.51,23.97,1,673
34,F,Soltero,Posgrado,7601.1,Empleado,60,30,5,3,2427.41,32.96,0,0,3,1,64982.05,0,7117.73,72,Vivienda,2.66,1.3,0,777
39,F,Soltero,Técnico,5991.23,Empresario,55,2,6,1,22512.22,63.2,1,90,2,0,0.0,1,5011.82,36,Vehiculo,31.31,2.32,1,661
33,M,Casado,Universitario,2413.34,Empresario,5,46,6,4,1907.9,20.61,0,0,1,1,114567.35,0,51048.47,36,Vivienda,6.59,58.76,1,659
76,M,Casado,Técnico,1088.55,Independiente,9,2,3,0,877.76,32.27,0,0,3,0,0.0,0,10799.3,36,Educacion,6.72,27.56,1,646
43,M,Casado,Técnico,9538.75,Empresario,17,37,2,1,23104.84,40.6,0,0,1,0,0.0,1,7501.72,24,Consumo,20.19,3.28,0,766
31,M,Soltero,Técnico,5306.56,Empleado,8,207,4,2,35290.99,22.21,1,90,1,0,0.0,1,3456.04,48,Consolidacion,55.42,1.36,0,776
18,M,Casado,Técnico,1160.14,Empleado,7,19,2,1,7843.37,40.41,0,0,1,0,0.0,1,10125.84,60,Vivienda,56.34,14.55,0,749
69,F,Casado,Técnico,2195.21,Independiente,73,87,4,1,6137.9,20.37,1,90,0,1,500000.0,1,12855.97,72,Negocio,23.3,8.13,0,850
37,M,Casado,Universitario,3074.87,Empleado,4,13,3,0,3242.77,15.87,0,0,2,0,0.0,0,2309.41,36,Vivienda,8.79,2.09,0,799
51,M,Soltero,Posgrado,35782.86,Empleado,1,16,3,1,170725.07,10.9,0,0,1,0,0.0,1,16382.24,48,Vehiculo,39.76,0.95,0,768
52,M,Casado,Técnico,42950.39,Empleado,56,145,0,1,182424.89,43.7,0,0,5,0,0.0,1,5848.29,72,Consumo,35.39,0.19,0,813
33,M,Casado,Universitario,3934.27,Empleado,85,107,0,0,930.52,18.18,1,90,0,1,65046.04,1,6261.66,24,Consumo,1.97,6.63,0,815
50,F,Casado,Universitario,2130.15,Empleado,38,33,3,0,5761.51,35.19,1,30,1,0,0.0,1,14995.6,24,Consolidacion,22.54,29.33,0,704
30,M,Casado,Técnico,2142.81,Independiente,20,50,3,1,5964.65,29.42,1,90,1,0,0.0,1,4395.97,72,Vivienda,23.2,2.85,0,792
25,F,Soltero,Universitario,6925.17,Independiente,3,26,2,1,5881.62,18.08,1,60,1,0,0.0,1,27454.63,60,Vivienda,7.08,6.61,0,820
57,F,Soltero,Técnico,11367.09,Empleado,59,185,4,0,54395.47,11.03,0,0,4,1,89589.65,1,5508.97,36,Vivienda,39.88,1.35,0,812
37,F,Divorciado,Técnico,1970.36,Empleado,104,36,5,4,2934.73,30.76,1,120,3,0,0.0,1,11072.05,48,Negocio,12.41,11.71,0,789
47,F,Divorciado,Universitario,7459.33,Empleado,62,27,3,4,47676.13,30.16,0,0,2,0,0.0,1,74728.64,72,Vivienda,53.26,13.91,0,759
46,F,Soltero,Universitario,8655.34,Independiente,69,95,4,1,79774.75,6.75,0,0,1,1,81241.11,0,15624.81,60,Negocio,76.81,3.01,0,817
49,M,Soltero,Posgrado,9949.54,Empleado,49,29,2,1,1186.13,23.8,0,0,4,1,45832.06,0,11024.83,72,Educacion,0.99,1.54,0,791
18,F,Soltero,Universitario,4409.11,Empleado,126,27,1,2,9188.19,63.69,0,0,6,1,83907.96,1,16698.2,36,Consumo,17.37,10.52,0,770
31,M,Soltero,Universitario,1608.84,Empresario,0,7,1,1,1178.25,14.38,1,60,1,1,155563.88,1,4311.86,72,Consumo,6.1,3.72,0,833
35,F,Divorciado,Universitario,3219.15,Independiente,24,29,2,3,7874.1,11.6,0,0,1,1,148372.83,1,15189.64,36,Vivienda,20.38,13.11,0,843
27,F,Casado,Técnico,6085.63,Empleado,58,60,0,5,8762.71,10.21,2,60,3,1,30000.0,1,12950.08,12,Vivienda,12.0,17.73,0,777
46,F,Divorciado,Técnico,5196.65,Empleado,8,42,3,0,4612.11,15.7,1,30,2,0,0.0,0,8465.02,24,Educacion,7.4,6.79,0,776
57,F,Viudo,Técnico,7922.02,Empresario,91,25,1,3,50069.35,13.81,2,60,1,1,91935.46,1,5544.14,36,Educacion,52.67,1.94,0,805
60,M,Soltero,Universitario,12567.13,Independiente,158,126,5,1,37910.7,59.91,1,120,3,0,0.0,1,6238.25,36,Vivienda,25.14,1.38,0,815
34,F,Casado,Técnico,7182.13,Empleado,7,13,5,0,37459.0,36.33,2,30,1,0,0.0,1,18633.46,60,Vehiculo,43.46,4.32,1,634
44,F,Casado,Universitario,2586.69,Independiente,117,122,4,1,15826.23,21.62,0,0,4,0,0.0,0,2707.22,12,Vivienda,50.99,8.72,0,808
46,M,Casado,Técnico,10283.46,Empleado,34,33,4,0,24242.97,30.5,0,0,0,1,73995.96,1,40802.7,12,Consumo,19.65,33.06,0,741
49,M,Soltero,Posgrado,4135.4,Empleado,267,32,2,2,4600.62,14.89,0,0,0,0,0.0,1,10162.36,60,Vivienda,9.27,4.1,0,799
26,M,Viudo,Universitario,3959.21,Empresario,5,91,1,4,14965.7,36.18,0,0,2,1,44753.67,0,5091.44,24,Negocio,31.5,5.36,0,827
67,M,Casado,Posgrado,2518.22,Empresario,35,13,1,2,4734.56,17.68,2,60,2,0,0.0,0,4739.68,72,Consumo,15.67,2.61,1,697
53,M,Soltero,Técnico,2313.99,Empleado,28,49,2,1,12047.1,32.32,3,120,3,0,0.0,1,12048.72,36,Consumo,43.39,14.46,0,697
54,F,Casado,Técnico,6911.79,Empresario,90,97,6,1,25928.55,22.77,2,30,3,1,204475.09,0,14737.29,72,Vivienda,31.26,2.96,0,821
58,F,Soltero,Técnico,11254.03,Empleado,2,40,1,1,54018.86,14.42,3,60,2,1,96205.7,0,21093.3,24,Consumo,40.0,7.81,0,755
48,M,Casado,Secundaria,4010.86,Empleado,3,80,2,3,13763.2,30.48,0,0,3,0,0.0,0,10248.83,60,Consumo,28.6,4.26,0,755
24,M,Soltero,Técnico,35204.32,Empleado,31,58,4,1,56164.43,37.66,0,0,2,0,0.0,1,4116.7,60,Educacion,13.29,0.19,0,773
37,M,Soltero,Secundaria,7093.2,Empleado,20,27,1,1,7299.85,39.38,1,60,1,0,0.0,0,19193.03,24,Consumo,8.58,11.27,1,688
18,F,Soltero,Posgrado,3522.0,Empresario,106,21,2,4,3559.12,52.24,1,90,2,1,102174.25,0,32489.61,48,Consumo,8.42,19.22,0,758
46,F,Divorciado,Secundaria,1520.06,Empleado,78,11,4,0,13921.27,11.94,1,90,5,1,179411.79,0,7570.98,48,Vivienda,76.32,10.38,1,711
37,M,Divorciado,Universitario,6752.9,Independiente,6,27,4,2,2287.84,68.88,1,60,2,1,310671.32,1,11041.52,24,Consumo,2.82,6.81,0,763
39,M,Divorciado,Universitario,7775.55,Empleado,41,36,1,1,14144.12,44.85,1,60,1,0,0.0,0,5733.01,24,Educacion,15.16,3.07,0,750
58,M,Casado,Posgrado,9310.58,Independiente,32,2,1,1,34986.41,28.79,2,90,1,0,0.0,0,29014.31,24,Consumo,31.31,12.98,0,733
33,M,Viudo,Técnico,3710.28,Empleado,47,44,1,2,3063.62,23.03,0,0,6,1,62727.3,1,7451.09,72,Educacion,6.88,2.79,0,737
36,M,Soltero,Universitario,1813.93,Empleado,1,123,7,2,7973.13,27.76,0,0,2,0,0.0,0,4073.2,48,Consumo,36.63,4.68,0,782
40,F,Divorciado,Técnico,2698.06,Empleado,66,22,2,1,5064.24,15.59,1,60,4,1,82128.65,1,17657.87,72,Consumo,15.64,9.09,0,831
18,M,Casado,Técnico,4223.53,Empleado,40,54,0,2,8006.82,30.88,2,60,1,1,72918.86,0,5342.64,24,Consolidacion,15.8,5.27,0,749
36,M,Casado,Universitario,3607.06,Empleado,30,14,2,2,30131.38,41.41,0,0,4,1,61686.78,1,15530.27,60,Negocio,69.61,7.18,0,822
18,F,Casado,Técnico,2632.44,Empleado,123,58,4,4,16123.3,40.21,2,30,2,0,0.0,0,4112.65,48,Vehiculo,51.04,3.25,0,812
31,F,Casado,Secundaria,5636.3,Independiente,35,39,2,1,39708.22,27.3,0,0,4,0,0.0,0,6638.24,12,Negocio,58.71,9.81,0,827
52,F,Soltero,Posgrado,9385.19,Empleado,88,12,2,1,27276.7,34.19,0,0,2,0,0.0,1,7050.93,24,Negocio,24.22,3.13,0,810
46,M,Casado,Secundaria,7824.2,Empleado,1,145,0,0,53180.38,18.07,0,0,2,0,0.0,1,7649.55,12,Consumo,56.64,8.15,0,767
31,F,Viudo,Secundaria,4959.64,Empleado,74,83,1,1,9752.16,43.44,1,30,2,0,0.0,1,3999.38,24,Vivienda,16.39,3.36,0,782
40,M,Casado,Secundaria,3763.08,Empresario,34,114,3,2,17212.8,20.32,0,0,5,0,0.0,0,24348.79,36,Negocio,38.12,17.97,0,812
23,M,Casado,Universitario,3086.87,Empresario,39,32,2,2,21427.71,16.69,1,30,2,0,0.0,0,2632.12,24,Negocio,57.85,3.55,0,725
39,M,Soltero,Secundaria,5904.29,Empleado,16,1,3,2,13943.96,9.06,2,120,3,0,0.0,0,22518.64,60,Vivienda,19.68,6.36,0,733
80,M,Divorciado,Secundaria,5229.79,Independiente,76,7,2,1,25726.04,12.17,1,120,2,0,0.0,0,14228.45,12,Vivienda,40.99,22.67,0,780
67,M,Divorciado,Técnico,4496.53,Empleado,17,4,2,1,11047.51,19.72,1,120,1,0,0.0,0,8248.61,60,Consumo,20.47,3.06,1,685
40,M,Soltero,Secundaria,9767.8,Empleado,133,15,1,2,7084.8,9.56,1,120,0,0,0.0,0,1000.0,72,Negocio,6.04,0.14,0,850
42,F,Casado,Universitario,9034.18,Empleado,0,190,3,0,58304.07,23.65,1,90,4,1,101724.06,1,8678.37,72,Vivienda,53.78,1.33,0,778
25,F,Casado,Técnico,5632.9,Empleado,3,11,1,2,34843.71,41.63,2,60,1,0,0.0,1,7755.08,24,Vivienda,51.55,5.74,0,708
27,F,Divorciado,Universitario,3561.83,Empleado,25,4,2,0,2117.38,16.13,1,30,2,0,0.0,1,39034.01,72,Vivienda,4.95,15.22,0,780
45,F,Casado,Universitario,1600.4,Empleado,72,22,2,1,9647.21,2.93,1,90,2,0,0.0,0,13186.55,48,Vivienda,50.23,17.17,0,775
32,F,Casado,Técnico,3274.6,Empleado,13,49,1,1,26046.82,20.93,2,30,2,1,49081.65,1,7496.65,24,Educacion,66.28,9.54,0,758
53,M,Soltero,Secundaria,2595.83,Empleado,44,4,2,1,14864.04,24.02,1,30,2,1,87178.83,1,13063.82,48,Consumo,47.72,10.48,0,793
63,M,Casado,Técnico,4166.89,Independiente,36,65,4,0,9297.99,40.72,0,0,0,0,0.0,0,6489.89,72,Consumo,18.59,2.16,0,752
44,F,Soltero,Universitario,3704.0,Empresario,150,63,2,0,11726.01,31.45,0,0,2,0,0.0,0,32873.86,60,Vehiculo,26.38,14.79,0,817
41,M,Viudo,Universitario,2579.8,Independiente,18,27,1,3,16701.7,8.38,1,60,0,1,148971.39,1,12706.87,36,Consumo,53.95,13.68,0,811
18,M,Casado,Secundaria,7306.14,Empleado,0,7,5,1,29008.29,53.54,0,0,4,1,282455.15,1,16123.31,60,Consumo,33.09,3.68,0,721
51,M,Soltero,Técnico,1165.8,Empleado,333,34,4,3,1286.26,10.02,1,90,4,0,0.0,0,2802.15,12,Consumo,9.19,20.03,0,850
22,M,Viudo,Universitario,4182.08,Empresario,23,20,5,1,8946.98,40.01,0,0,3,1,235200.22,0,7257.11,48,Vivienda,17.83,3.62,0,778
33,M,Casado,Técnico,2784.77,Empleado,29,9,3,3,9247.71,19.09,0,0,1,0,0.0,1,25123.97,36,Consolidacion,27.67,25.06,1,685
54,F,Casado,Universitario,14679.31,Empleado,8,94,7,2,78311.9,24.52,1,60,2,0,0.0,0,7339.0,48,Consolidacion,44.46,1.04,0,785
55,F,Viudo,Secundaria,4698.31,Empleado,3,46,3,0,25902.23,2.63,0,0,1,1,59553.27,1,4641.63,36,Negocio,45.94,2.74,0,756
33,F,Casado,Técnico,3673.51,Empresario,44,30,3,3,3767.24,14.38,0,0,1,0,0.0,0,11085.56,60,Vivienda,8.55,5.03,0,813
33,F,Divorciado,Técnico,3600.1,Empleado,21,22,5,0,4251.7,44.79,2,120,2,0,0.0,0,24450.01,24,Consolidacion,9.84,28.3,0,717
29,M,Casado,Secundaria,12564.26,Empleado,84,8,2,0,3994.43,34.97,0,0,3,0,0.0,0,12413.91,24,Vivienda,2.65,4.12,0,819
22,F,Soltero,Universitario,8425.05,Empleado,37,123,3,0,2961.28,2.37,0,0,3,1,134395.61,0,7135.42,24,Vivienda,2.93,3.53,0,779
30,M,Viudo,Técnico,2006.61,Independiente,13,73,6,1,3187.38,46.77,0,0,2,0,0.0,0,3333.21,24,Educacion,13.24,6.92,0,747
18,M,Casado,Secundaria,2572.86,Empresario,5,210,5,2,11133.95,30.08,0,0,1,0,0.0,0,8338.88,36,Vehiculo,36.06,9.0,0,734
50,M,Casado,Universitario,1560.92,Empleado,27,116,2,1,13920.4,47.04,1,120,0,1,89610.11,0,35786.78,60,Vehiculo,74.32,38.21,1,647
45,M,Casado,Universitario,4875.92,Empleado,159,68,4,2,6191.76,34.35,1,30,1,0,0.0,1,20669.52,72,Negocio,10.58,5.89,0,806
48,M,Casado,Universitario,2244.22,Empleado,42,97,2,2,8764.35,29.6,1,30,2,0,0.0,1,3937.65,12,Consumo,32.54,14.62,0,745
25,M,Soltero,Secundaria,2578.32,Independiente,1,43,4,2,5534.07,14.75,0,0,4,1,68634.75,0,1264.96,12,Consumo,17.89,4.09,0,749
22,F,Soltero,Técnico,10235.84,Empleado,66,141,2,2,19782.49,16.71,2,60,1,0,0.0,0,1919.16,48,Vehiculo,16.11,0.39,0,846
40,M,Divorciado,Posgrado,2574.79,Independiente,21,4,1,1,7411.78,24.21,1,30,4,0,0.0,1,33607.72,48,Vehiculo,23.99,27.19,0,781
40,M,Casado,Secundaria,2691.41,Empleado,8,12,5,3,2913.36,38.41,4,60,1,0,0.0,1,8480.58,12,Vivienda,9.02,26.26,0,728
37,F,Soltero,Técnico,12247.5,Empleado,22,11,3,1,11966.89,46.88,0,0,2,1,71216.19,0,11562.8,72,Consumo,8.14,1.31,0,746
35,M,Divorciado,Secundaria,23905.03,Empleado,131,46,5,2,44682.64,32.8,0,0,3,1,89211.11,0,14821.11,48,Vivienda,15.58,1.29,0,788
65,F,Viudo,Secundaria,5027.84,Empleado,6,47,5,1,3863.59,28.0,0,0,0,0,0.0,0,12811.12,72,Vehiculo,6.4,3.54,0,757
46,M,Casado,Técnico,4099.36,Empleado,8,35,3,2,13562.38,67.74,1,120,1,1,107479.07,1,24882.49,72,Negocio,27.57,8.43,1,579
69,F,Casado,Secundaria,4112.76,Empleado,10,52,4,0,6059.94,30.13,1,90,1,0,0.0,0,9184.2,12,Consumo,12.28,18.61,1,689
59,M,Divorciado,Universitario,7164.65,Empleado,47,119,2,2,67018.26,20.14,0,0,2,1,30000.0,1,6756.67,72,Consolidacion,77.95,1.31,0,850
65,F,Soltero,Secundaria,831.4,Empresario,83,12,4,2,2977.78,58.28,1,30,1,0,0.0,1,36120.07,72,Vivienda,29.85,60.34,1,597
23,M,Casado,Universitario,8229.77,Empresario,176,0,0,1,29577.16,42.37,0,0,2,1,90461.31,0,2072.84,60,Consumo,29.95,0.42,0,841
48,M,Divorciado,Universitario,3850.8,Empleado,17,106,1,3,17637.54,5.63,0,0,3,0,0.0,0,6912.55,72,Vehiculo,38.17,2.49,0,799
33,F,Casado,Universitario,4008.95,Independiente,4,15,2,1,7201.57,17.28,0,0,1,0,0.0,0,7381.33,12,Consumo,14.97,15.34,0,720
18,M,Casado,Universitario,5011.87,Empleado,45,56,2,2,18540.67,30.6,3,60,4,1,72656.53,0,4084.3,72,Educacion,30.83,1.13,0,747
62,M,Divorciado,Secundaria,2085.94,Independiente,149,41,3,7,7193.37,17.71,1,30,3,0,0.0,1,6128.66,60,Negocio,28.74,4.9,0,828
35,F,Soltero,Secundaria,16069.48,Empleado,132,12,3,2,60110.75,74.39,2,60,0,1,179338.26,1,12048.38,12,Educacion,31.17,6.25,0,721
24,M,Casado,Técnico,2152.92,Independiente,9,157,0,1,4918.03,8.48,0,0,3,1,50568.14,0,8801.6,12,Consumo,19.04,34.07,0,794
33,M,Soltero,Universitario,14985.01,Empleado,32,271,3,0,46243.96,50.02,2,120,3,1,139222.64,0,12845.37,72,Consumo,25.72,1.19,0,773
28,F,Soltero,Técnico,15517.2,Empresario,36,72,4,0,130259.78,3.27,1,30,2,0,0.0,1,10555.39,12,Vehiculo,69.95,5.67,0,776
29,M,Divorciado,Secundaria,7826.12,Empleado,86,9,2,0,22032.41,32.93,0,0,3,0,0.0,1,7357.15,24,Vivienda,23.46,3.92,0,850
